bn:00000004n	शून्य जीरो 0 शून्य_समारोह
bn:00022014n	व्यंजन_प्रणाली
bn:00022026n	पुलिस पुलिस_बल पुलीस पुलिस_बलों पुलिस_विभाग सशस्त्र_पुलिस सुरक्षा_बल सुरक्षा_बलों
bn:00022050n	
bn:00022069n	व्याकरण_निर्माण अभिव्यक्ति_है
bn:00022070n	निर्माण मानसिक_संश्लेषण
bn:00022071n	संरचना मॉडल
bn:00022092n	परामर्श मशविरा
bn:00022095n	उपभोक्ता उपभोक्ताओं
bn:00022107n	घूस ingesting खपत तेज निगलना
bn:00022112n	संपर्क
bn:00022115n	impinging
bn:00022119n	
bn:00022136n	संदूषण कलंक
bn:00022140n	प्रतिबिंब सोच
bn:00022143n	आधुनिकता आधुनिकता_था
bn:00022145n	आधुनिक_काल हिन्दी_साहित्य_का_आधुनिक_काल आधुनिक_इतिहास आधुनिक_दुनिया आधुनिक_समय पूर्व_आधुनिक वर्तमान_समय समकालीन समकालीन_इतिहास समकालीन_दुनिया समकालीन_युग
bn:00022153n	
bn:00022154n	विषय_-_वस्तु संदेश सामग्री
bn:00022157n	दर्शाया_वस्तु विषय
bn:00022164n	प्रतियोगियों प्रतियोगी
bn:00022168n	संदर्भ उपयोग_के_संदर्भ भाषाई_संदर्भ
bn:00022173n	महाद्वीप महादेश खंड भूखंड महाद्वीपों महाद्वीपीय
bn:00022190n	
bn:00022200n	निरंतरता
bn:00022223n	तस्कर महसूलमार स्मग्लर की_तस्करी चाँद_curser तस्करी तस्करों
bn:00022227n	संविदा ठेका_या_ठीका अनुबंध अनुबंध_विधि_में करार कानूनी_रूप_से_बाध्यकारी की_गारंटी_देता_है संविदात्मक संविदात्मक_समझौते
bn:00022228n	
bn:00022240n	
bn:00022244n	विरोधाभास_है
bn:00022257n	
bn:00022261n	प्रत्यक्ष_विपरीत विपरीत
bn:00022262n	विपरीत
bn:00022263n	लाइन_विभाजित
bn:00022269n	योगदान
bn:00022271n	दान
bn:00022282n	उपायचिंतक प्रयोजक
bn:00022283n	नियंत्रण
bn:00022284n	नियंत्रण
bn:00022285n	नियंत्रण
bn:00022286n	नियंत्रण_हालत नियंत्रित_प्रयोग प्रायोगिक_नियंत्रण प्रायोगिक_नियंत्रण_है वैज्ञानिक_नियंत्रण
bn:00022287n	
bn:00022288n	
bn:00022289n	नियंत्रक
bn:00022324n	सुविधा
bn:00022333n	अभिसमय संगोष्ठी सम्मेलन adhiveshan व्यापार_सम्मेलन
bn:00022334n	पैटर्न साधारण
bn:00022349n	बातचीत वार्तालाप पाने
bn:00022381n	परिवहन यातायात transferral हस्तांतरण
bn:00022391n	ज़ुल्फ़
bn:00022407n	बावर्ची रसोइया कम_क्रम_पकाना बावर्ची_लघु_आदेश
bn:00022412n	पाकशास्त्र खाना_बनाना पाककला पाकक्रिया खाना_पकाने पकाया
bn:00022413n	cookfire
bn:00022443n	निग्गर nigger nigga निगर jigaboo nigra हब्शी
bn:00022452n	सहकार सहकारिता सहयोग
bn:00022467n	समन्वयक
bn:00022525n	प्रतिलिपि
bn:00022526n	प्रतिलिपि
bn:00022527n	प्रतिलिपि लिखा_बात
bn:00022556n	मूँगा मूँगा_लाल मूंगा
bn:00022592n	कॉरडरॉय
bn:00022626n	कोर कोर_ग्रुप
bn:00022629n	
bn:00022695n	cornfield cornfield_है मक्का_क्षेत्र
bn:00022696n	कॉर्नफ़्लेक्स मकई_का_आटा मकई_परत
bn:00022726n	dogwood dogwood_पेड़ वृक्षों_की_एक_जाति_-_विशेष
bn:00022733n	कोने
bn:00022734n	कोने
bn:00022735n	कोने
bn:00022777n	प्रचुरता फिजूलखर्ची
bn:00022811n	निगम कॉर्पोरेशन कॉर्प कॉर्पोरेट निगमों
bn:00022814n	corporeality physicalness बदन
bn:00022831n	काय_अपराध कॉर्पस_डेलिक्टी कोर्पस_सार कोष_सार अपराध_-_सार अपराध_सार
bn:00022851n	properness औचित्य साधुता
bn:00022856n	सहसंबंध परस्पर_संबध्दता संबंध
bn:00022861n	पत्रव्यवहार पत्राचार
bn:00022867n	गलियारा
bn:00022884n	भ्रष्टता
bn:00022897n	अनुचरवर्ग घेरा परिचारक_वर्ग
bn:00022962n	सहहस्ताक्षरकर्ता
bn:00022991n	ब्रह्माण्ड ब्रह्मांड दुनिया अंतरिक्ष universe खगोल जगत् जगत्‌ ब्रह्मांड_की_उत्पत्ति भौतिक_ब्रह्मांड विश्व विश्‍व संसार सृष्टि जहान भौतिक_दुनिया
bn:00022995n	लागत महंगी व्यय_था
bn:00022996n	क़ीमत दाम मूल्य मौद्रिक_मूल्य कीमत लागत
bn:00022997n	
bn:00023011n	पसली पसलियाँ रिब
bn:00023028n	वेशभूषा costuming पोशाक
bn:00023070n	कोटर_पिन
bn:00023072n	कपास रूई रुई सूती_वस्त्र कपास_फाइबर
