bn:00000004n	صفر 0
bn:00032138n	
bn:00032141n	
bn:00032145n	
bn:00032148n	
bn:00032149n	
bn:00032175n	قتل
bn:00032180n	
bn:00032182n	
bn:00032203n	ورزش ورزش‎ کسرت
bn:00032207n	
bn:00032209n	
bn:00032214n	ایگزاسٹ_گیس
bn:00032234n	
bn:00032286n	
bn:00032300n	
bn:00032301n	
bn:00032306n	
bn:00032307n	تجربہ‎
bn:00032308n	
bn:00032309n	تجربہ‎
bn:00032310n	
bn:00032311n	
bn:00032317n	
bn:00032322n	expert ماہر ماہر‎
bn:00032328n	
bn:00032339n	
bn:00032355n	
bn:00032363n	
bn:00032369n	
bn:00032373n	
bn:00032375n	
bn:00032376n	
bn:00032377n	
bn:00032381n	عکسہ تصویر فوٹو تَصْوِیر‎ عَکْس‎ فوٹو‎ عكسہ
bn:00032391n	
bn:00032392n	
bn:00032393n	
bn:00032394n	
bn:00032395n	
bn:00032400n	
bn:00032402n	موٹر_وے محرک_راستہ controlled-access_highway freeway moterway motorway motorways آزادرستہ راہ_محرک راہان_محرک راہانِ_محرک راہِ_محرک محرک_رستہ موٹروے ازادرستہ راہ_محرك راہان_محرك راہانِ_محرك راہِ_محرك محرك_راستہ محرك_رستہ
bn:00032411n	
bn:00032414n	
bn:00032425n	
bn:00032426n	
bn:00032429n	
bn:00032430n	باہر‎
bn:00032432n	
bn:00032492n	
bn:00032493n	
bn:00032512n	آنکھ eye آنكھ آنكھوں آنكھيں آنکھوں آنکھیں ابصار انكھ انكھوں انكھيں انکھ انکھوں انکھیں
bn:00032513n	
bn:00032514n	
bn:00032516n	
bn:00032545n	
bn:00032558n	
bn:00032559n	نَظَر‎
bn:00032591n	افسانہ داستان افسانہ‎ روایت‎ افسانوي افسانے
bn:00032598n	
bn:00032600n	چہرہ مکھڑا‎ مکھ‎ چہرہ‎
bn:00032601n	
bn:00032602n	
bn:00032604n	
bn:00032618n	غازہ
bn:00032629n	
bn:00032645n	
bn:00032654n	
bn:00032655n	
bn:00032656n	
bn:00032657n	
bn:00032661n	
bn:00032675n	کارخانہ فَیکْٹَری‎ کارْخانَہ‎ factory مَصنَع كارخانہ
bn:00032684n	
bn:00032702n	
bn:00032718n	
bn:00032721n	
bn:00032722n	ناکامی
bn:00032724n	
bn:00032742n	
bn:00032752n	
bn:00032763n	پریوں_کی_کہانی
bn:00032768n	مذہب ایمان ماننے_والا‎ مومن‎ مذاہب مذھب
bn:00032769n	بھروسا
bn:00032770n	ایمان‎ دین‎
bn:00032804n	
bn:00032805n	
bn:00032825n	
bn:00032830n	آبشار آب_شر_شر آبشیب سلسلۂ_آبشار آبشاروں آبشيب اب_شر_شر ابشار ابشاروں ابشيب ابشیب سلسلۂ_ابشار
bn:00032892n	
bn:00032893n	خاندان خاندان‎ پروار‎
bn:00032894n	
bn:00032897n	
bn:00032899n	
bn:00033599n	
bn:00033616n	
bn:00033618n	
bn:00033622n	
bn:00033648n	فنطاسیہ فینٹسی فینٹیسی fantasy تخيلہ تَخَيُّلہ تَخَیُّلہ
bn:00033650n	
bn:00033661n	
bn:00033664n	
bn:00033671n	
bn:00033676n	فارم کھیت فارم‎ کھیت‎
bn:00033678n	مویشی مال_مویشی مال_مويشي مويشي
bn:00033687n	کسان دہقان‎ کسان‎ farmer كاشتكار كسان مزارع کاشتکار
bn:00033693n	
bn:00033726n	فسطائیت فاشزم فسطائيت
bn:00033729n	
bn:00033731n	روائش فیشن رواج fashion فيشن
bn:00033750n	
bn:00033761n	شحم چربی اشحام شحمی شحمي چربي
bn:00033773n	
bn:00033794n	تھکاوٹ
bn:00033830n	
bn:00033832n	
bn:00033833n	
bn:00033834n	
bn:00033838n	
bn:00033854n	خوف بھی‎ خوف‎ ڈر‎
bn:00033865n	پر
bn:00033882n	فروری february فروري
bn:00033909n	
bn:00033912n	
bn:00033919n	سربیا_و_مونٹینیگرو سربیا_اور_مانٹی_نیگرو‎ سربیا_و_مونٹی_نیگرو وفاقی_جمہوریہ_یوگوسلاویہ سربيا_و_مونٹي_نيگرو سربيا_و_مونٹينيگرو وفاقي_جمہوريہ_يوگوسلاويہ
bn:00033938n	
bn:00033939n	فیس چندہ
bn:00033946n	
bn:00033960n	
bn:00033963n	
bn:00033964n	
bn:00033988n	
bn:00034003n	
bn:00034004n	
bn:00034016n	مادہ مؤنث ستری عورت مادہ‎ مونث female
bn:00034017n	
bn:00034021n	
bn:00034027n	ماں لفظ_ماں_اور_لغت والدہ
bn:00034040n	
bn:00034048n	باڑ‎
bn:00034051n	
bn:00034054n	
bn:00034115n	
bn:00034150n	
bn:00034205n	ریشہ fibre ريشہ
bn:00034220n	
bn:00034230n	
bn:00034242n	فکشن ناول_کے_اجزائے_ترکیبی قصص فكشن
bn:00034250n	بیلا سارنگی‎ violin بيلا
bn:00034265n	
bn:00034266n	
bn:00034267n	
bn:00034268n	
bn:00034269n	میدان نظریۂ_میدان field field_(mathematics field_theory ميدان نظريۂ_ميدان
bn:00034287n	
bn:00034291n	
bn:00034326n	
bn:00034364n	
bn:00034369n	
bn:00034386n	
bn:00034389n	
bn:00034390n	مشہور_شخصیت
bn:00034391n	
bn:00034392n	
bn:00034393n	
bn:00034394n	
bn:00034404n	
bn:00034406n	
bn:00034424n	ریتی
bn:00034444n	
bn:00034448n	
bn:00034452n	
bn:00034453n	لڑکی لڑكي لڑكياں لڑکیاں
bn:00034468n	گیس_سٹیشن‎
bn:00034471n	فلم سینیما فلموں فلمیں
bn:00034473n	
bn:00034484n	فلمی_ستارہ
bn:00034519n	
bn:00034520n	نتیجہ‎
bn:00034543n	مالی_سال بجٹ_سال مالي_سال مالياتي_سال مالیاتی_سال
bn:00034545n	
bn:00034565n	اُنگلی انگلی‎
bn:00034589n	بصمات نشان_انگشت fingerprint
bn:00034609n	
bn:00034623n	
bn:00034624n	
bn:00034625n	آگ شعلہ آتش اگنی شعلہ‎ لو‎ اتش اگ
bn:00034676n	آتشی_اسلحہ
bn:00034696n	
bn:00034702n	
bn:00034733n	
bn:00034737n	
bn:00034786n	
bn:00034788n	ذاتی_نام
bn:00034789n	1_مئی 1_مئي يكم_مئي یکم_مئی
bn:00034797n	
bn:00034798n	
bn:00034806n	پہلی_جنگ_عظیم جنگ_عظیم_اول جنگ_عظيم_اول پہلي_جنگ_عظيم پہلي_عالمي_جنگ پہلی_جنگ_عظيم پہلی_عالمی_جنگ
bn:00034816n	مچھلی ماہی‎ مَتْسیَہ‎ مَچْھلی‎ مچھلي مچھلياں مچھليوں مچھلیاں مچھلیوں
bn:00034817n	
bn:00034854n	ماہی_گیر ماهی_گیر‎
bn:00034869n	
bn:00034898n	
bn:00034899n	جسمانی_تندرستی fitness
bn:00034919n	
bn:00034921n	
bn:00034949n	
bn:00034969n	
bn:00034995n	
bn:00034996n	
bn:00035052n	
bn:00035127n	
bn:00035137n	
bn:00035168n	
bn:00035182n	
bn:00035189n	
bn:00035190n	
bn:00035198n	
bn:00035201n	
bn:00035206n	
bn:00035207n	فلائیٹ
bn:00035208n	
bn:00035209n	
bn:00035246n	
bn:00035304n	فرش
bn:00035305n	منزل منزل‎
bn:00035313n	
bn:00035318n	
bn:00035324n	نباتات نبات نباتي نباتياتي نباتی نباتیاتی پودا پودوں پودہ پودے
bn:00035370n	
bn:00035371n	
bn:00035372n	
bn:00035378n	پھول پشپ‎ پھول‎ پھولوں
bn:00035383n	پھول_باغ
bn:00035388n	پنکھڑی پَن٘کُھڑی‎
bn:00035391n	
bn:00035414n	
bn:00035423n	
bn:00035426n	سیال سيال
bn:00035448n	
bn:00035450n	فلورسینس تالق fluoresce fluorescence fluorescent تالقی تالُـّـق فلوریسانس فلوریسنس فلوریسنٹ تالقي فلوريسانس فلوريسنس فلوريسنٹ
bn:00035470n	
bn:00035482n	سیلان flux سيلان فلكس فلکس
bn:00035483n	
bn:00035487n	مقناطیسی_میدان مقناطيسي_ميدان مقناطيسي_ميدانات مقناطیسی_میدانات
bn:00035496n	
bn:00035497n	
bn:00035558n	
bn:00035570n	دھند کوہرا
bn:00035580n	
bn:00035584n	
bn:00035596n	پتا پتوں پتے
bn:00035616n	
bn:00035617n	لوک_کہانی لوک_داستان لوک_کَہانی‎ ماثورات folklore لوك_كہاني لوک_ریت
bn:00035629n	
bn:00035649n	
bn:00035670n	
bn:00035672n	
bn:00035679n	پاؤں پاوں
bn:00035680n	فٹ فٹ‎ foot
bn:00035682n	
bn:00035683n	
bn:00035685n	
bn:00035695n	
bn:00035696n	
bn:00035704n	فٹ_بال فٹبال
bn:00035727n	
bn:00035732n	
bn:00035736n	نقش_پا
bn:00035745n	
bn:00035746n	
bn:00035762n	
bn:00035767n	
bn:00035768n	قوت force فورس قوات قوتيں قوتیں قوّت
bn:00035769n	
bn:00035770n	
bn:00035771n	
bn:00035773n	
bn:00035778n	دباؤ دباو
bn:00035801n	
bn:00035814n	
bn:00035815n	
bn:00035832n	
bn:00035835n	خارجہ_پالیسی خارجہ_حکمت_عملی
bn:00035851n	صبح سویر morning
bn:00035855n	
bn:00035859n	
bn:00035868n	جنگل جنگلات
bn:00035886n	
bn:00035894n	بھولنا فراموشی‎
bn:00035902n	کانٹا
bn:00035907n	نوع‎
bn:00035908n	
bn:00035909n	
bn:00035911n	شکل ہم_نسل
bn:00035914n	حالت phase
bn:00035918n	کلمہ كلمہ
bn:00035928n	ریاضیاتی_منطق mathematical_logic منطق_ریاضیات رياضياتي_منطق منطق_رياضيات
bn:00035943n	
bn:00035960n	
bn:00035961n	
bn:00035965n	
bn:00035983n	
bn:00035986n	پیانو piano پيانو
bn:00035996n	پندرہ_روزہ
bn:00036002n	
bn:00036041n	
bn:00036047n	
bn:00036063n	بُنیاد‎ قاعِدَہ‎
bn:00036077n	چشمہ چشمہ‎
bn:00036107n	مربع square
bn:00036110n	
bn:00036111n	
bn:00036116n	
bn:00036120n	یوم_آزادی 4_جولائی 4_جولائي
bn:00036129n	لومڑ
bn:00036152n	
bn:00036159n	
bn:00036178n	
bn:00036182n	
bn:00036184n	
bn:00036197n	
bn:00036202n	فرانس فرانس‎ فرانسیہ جمہوريہ_فرانس جمہوریہ_فرانس فرانسيسي فرانسيسيوں فرانسیسی فرانسیسیوں
bn:00036207n	franchise
bn:00036284n	برادری fraternity برادري
bn:00036360n	
bn:00036376n	
bn:00036377n	باغی‎
bn:00036396n	
bn:00036426n	فرانسیسی_زبان فرانسیسی فرانسيسي فرینچ فرینچ_زبان فرانسيسي_زبان
bn:00036431n	
bn:00036456n	فرانسیسی‎
bn:00036471n	تعدد frequency دوری_وقت فريكوئنسي فریکوئنسی وقفہ_دوران
bn:00036472n	
bn:00036492n	
bn:00036512n	جمعہ جمعہ‎ شکروار‎ شکر‎ جمعۃ_المبارك جمعۃ_المبارک
bn:00036522n	دیا_سلائی دیا_سلائی‎ ماچس‎ کبریت‎ ديا_سلائي
bn:00036538n	
bn:00036568n	
bn:00036627n	
bn:00036632n	سماجی_تحریک
bn:00036636n	
bn:00036638n	
bn:00036640n	بیٹھک_خانہ بیٹھک_خانہ‎
bn:00036642n	
bn:00036654n	
bn:00036657n	
bn:00036686n	پھل fruit پھلوں
bn:00036687n	
bn:00036700n	
bn:00036772n	
bn:00036781n	
bn:00036805n	
bn:00036806n	دھواں
bn:00036807n	
bn:00036813n	مزہ‎ amusement
bn:00036821n	دالہ تفاعل دالهٔ function_(mathematics
bn:00036822n	
bn:00036823n	
bn:00036837n	سرکاری
bn:00036839n	
bn:00036840n	
bn:00036855n	تجہیز_و_تکفین جنازہ کریاکرم جنازہ‎ کریاکرم‎ تجهز_و_تكفين تجهز_و_تکفین تجہيز_و_تكفين
bn:00036856n	
bn:00036875n	
bn:00036882n	سمور
bn:00036894n	
bn:00036910n	غیظ_و_غضب
bn:00036926n	
bn:00036938n	
bn:00036941n	مستقبل آئِنْدَہ‎ مُسْتَقْبِل‎
bn:00036957n	گرام گرام‎ g gram
bn:00036984n	مہمیز‎
bn:00036992n	
bn:00037008n	لطیفہ مطایبہ چٹکلا
bn:00037011n	
bn:00037015n	
bn:00037018n	
bn:00037022n	
bn:00037030n	
bn:00037040n	
bn:00037140n	
bn:00037171n	
bn:00037180n	گیم کھیل کھیل_اور_گیم game بازي بازی لعبہ_جات
bn:00037181n	
bn:00037182n	کھیل‎
bn:00037187n	
bn:00037219n	
bn:00037225n	
bn:00037253n	
bn:00037256n	گروہ_باز gangster
bn:00037283n	گیراج‎
bn:00037296n	
bn:00037301n	
bn:00037302n	
bn:00037326n	
bn:00037328n	
bn:00037382n	فارغہ گیس فارغہ‎ گیس‎ gas gases فارغين فارغین گيس گيسوں گیسوں
bn:00037383n	
bn:00037390n	
bn:00037439n	
bn:00037441n	
bn:00037486n	دروازہ
bn:00037487n	
bn:00037498n	سینٹ_لوئس سينٹ_لوئس
bn:00037524n	gauss
bn:00037526n	نارمل_تقسیم معمول_توزیع normal_distribution معمول_توزيع
bn:00037541n	ہم_جنس_پرست_مرد ہم_جنس_پسند مسدومی گے
bn:00037576n	
bn:00037605n	
bn:00037609n	
bn:00037633n	مذکراور_مونث مذکر_اور_مونث جنس‎ لنگ‎ مذكراور_مونث مذکراورمونث
bn:00037655n	مقننہ قانون_ساز_ادارے
bn:00037676n	نسل‎ پیڑھی‎
bn:00037677n	
bn:00037679n	
bn:00037765n	غیر_یہودی
bn:00037769n	
bn:00039375n	psithyrus
bn:00040151n	
bn:00040160n	
bn:00040169n	ارضیات_دان ماہر_ارضیات
bn:00040178n	
bn:00040239n	جارج_واشنگٹن george_washington
bn:00040284n	
bn:00040292n	جرمن
bn:00040293n	جرمن_زبان جرمن آلماني آلمانی الماني المانی المانی_زبان
bn:00040335n	اشاره‎
bn:00040336n	gesture اشاراتی_حرکت اشاراتي_حركت اشاراتی_حرکات
bn:00040337n	
bn:00040368n	
bn:00040371n	
bn:00040386n	
bn:00040387n	
bn:00040432n	gibson_girl
bn:00040436n	تحفہ عطیہ
bn:00040443n	
bn:00040509n	
bn:00040536n	گرل_فرینڈ
bn:00040566n	
bn:00040592n	غدہ gland غدود
bn:00040605n	شیشہ شیشہ‎ گلاس‎ شيشہ
bn:00040628n	کالا_موتیا زرق glaucoma سیاہ_موتیا سياہ_موتيا كالا_موتيا
bn:00040701n	
bn:00040714n	
bn:00040717n	فرہنگ
bn:00040758n	سَریس‎ لیس‎ گون٘د‎
bn:00040810n	گرینوچ_معیاری_وقت عالمی_وقت گرینچ_معیاری_وقت گرینویچ_وقت یونیورسل_ٹائم gmt گرينويچ_وقت گرينچ_معياري_وقت
bn:00040830n	مجموعی_قومی_آمدنی خام_قومی_پیداوار gnp gross_national_income جي_اين_پي جی_این_پی خام_قومي_پيداوار مجموعي_قومي_آمدني مجموعي_قومي_امدني مجموعی_قومی_امدنی
bn:00040864n	
bn:00040870n	
bn:00040878n	خدا
bn:00040888n	دیوی دیوی‎ ديوي
bn:00040917n	
bn:00040918n	
bn:00041010n	گولف گالف گولف‎
bn:00041018n	
bn:00041020n	
bn:00041025n	
bn:00041059n	
bn:00041061n	
bn:00041073n	
bn:00041083n	
bn:00041098n	ہنس ہنس‎
bn:00041113n	ریپبلکن_پارٹی ريپبلكن_پارٹي
bn:00041188n	
bn:00041192n	سیاسیات political_science سياسيات علم_سياسيات علم_سیاسیات
bn:00041204n	گورنر
bn:00041208n	
bn:00041221n	
bn:00041239n	
bn:00041241n	
bn:00041242n	
bn:00041248n	
bn:00041249n	
bn:00041258n	
bn:00041278n	
bn:00041291n	
bn:00041304n	
bn:00041313n	
bn:00041333n	
bn:00041360n	
bn:00041363n	دادا-دادی/نانا-نانی دادا دادا-دادي/نانا-ناني
bn:00041380n	
bn:00041402n	
bn:00041411n	
bn:00041412n	graph_of_a_function دالہ_کا_منحنی graphs_of_functions دالهٔ_كا_منحني دالهٔ_کا_منحنی دالہ_كا_منحني
bn:00041433n	گھاس
bn:00041452n	
bn:00041457n	
bn:00041463n	
bn:00041467n	
bn:00041473n	
bn:00041491n	ثقالت gravitation تجاذب جاذبہ قوت_تجاذب قوت_جاذبہ قوتِ_ثقل قوتِ_جاذبہ كشش_ثقل كششِ_ثقل کشش_ثقل کششِ_ثقل
bn:00041510n	خاکستری خاكستري ہڑ
bn:00041512n	
bn:00041513n	
bn:00041536n	
bn:00041544n	
bn:00041585n	عالمی_طاقت طاقت عظیم_طاقت superpower عالمي_طاقت
bn:00041606n	
bn:00041611n	نیویارک_شہر نیو_یارک_شہر نْیُو_یارْک‎ نيو_يارك_شہر نيويارك_شہر
bn:00041634n	یونانی_زبان يوناني يوناني_زبان
bn:00041635n	یونانی_لوگ یونانی_قوم يوناني_لوگ
bn:00041648n	سبز سبز‎ ہرا‎ ہرا
bn:00041654n	
bn:00041658n	
bn:00041678n	ورمونٹ vermont
bn:00041717n	گرین_لینڈ گرين_لينڈ
bn:00041736n	گرین_وچ_گاؤں گرینوچ_ویلیج greenwich_village
bn:00041739n	
bn:00041774n	
bn:00041807n	مسکراہٹ
bn:00041820n	
bn:00041837n	
bn:00041848n	
bn:00041853n	تربیت mobile_repering
bn:00041855n	
bn:00041868n	
bn:00041881n	
bn:00041883n	مٹی مٹي
bn:00041927n	
bn:00041942n	
bn:00041948n	
bn:00041966n	
bn:00041978n	
bn:00041979n	بڑھاْی‎
bn:00041986n	
bn:00042006n	سؤر خنزیر خوک سور sus_scrofa_domestica سوروں
bn:00042010n	گوام گوآم guam
bn:00042039n	
bn:00042043n	مُحافِظ‎
bn:00042044n	
bn:00042045n	
bn:00042049n	
bn:00042081n	
bn:00042090n	
bn:00042120n	
bn:00042128n	
bn:00042149n	
bn:00042150n	گٹار گٹار‎ guitar
bn:00042160n	خلیج‎
bn:00042189n	
bn:00042191n	
bn:00042221n	آتشی_اسلحہ firearm آتشي_اسلحہ اتشي_اسلحہ اتشی_اسلحہ
bn:00042223n	
bn:00042250n	بارود بارود‎
bn:00042275n	مزہ ذَائِقَہ‎
bn:00042286n	
bn:00042316n	
bn:00042317n	
bn:00042326n	جمناسٹک جمناسٹك جمناسٹکس
bn:00042327n	
bn:00042360n	
bn:00042379n	پانی h₂o آب ما ماء پاني
bn:00042404n	
bn:00042409n	مسکن habitat بيئياتي_مسكن بیئیاتی_مسکن مسكن
bn:00042437n	
bn:00042473n	ہیموگلوبن حمریچہ haemoglobin hemoglobin حمریچین ہیموگلوبین حمريچين حمريچہ هموگلوبين هموگلوبین ہيموگلوبين
bn:00042519n	ژالہ_باری ژالهٔ_باري ژالهٔ_باری ژالہ_باري
bn:00042526n	بال
bn:00042601n	آدھا آدھا‎
bn:00042605n	
bn:00042611n	
bn:00042644n	
bn:00042663n	
bn:00042680n	واہمہ hallucination hallucinations خطاۓ_حس خطاۓحس ھلوسينيشن ھلوسینیشن ہلوسينيشنن ہلوسینیشنن
bn:00042691n	ہیلوجن هلوجن ہيلوجن
bn:00042697n	
bn:00042729n	گاؤں دیہہ‎ گاؤں‎ یہات‎ گاوں
bn:00042759n	ہاتھ ہات
bn:00042761n	
bn:00042780n	مکبر_شیشہ مکبر_عدسہ کلاں_نما_شیشہ کلاں_نما_عدسہ
bn:00042808n	پستول تپانچہ بندوق‎ طمنچہ‎ پستول‎
bn:00042810n	
bn:00042819n	
bn:00042823n	
bn:00042833n	انسانی_وسائل لیبر_فورس ليبر_فورس
bn:00042872n	
bn:00042904n	happening
bn:00042905n	خوشی خوشي
bn:00042918n	بندرگاہ‎ پورٹ‎
bn:00042951n	
bn:00042955n	
bn:00042973n	
bn:00042994n	زنان_خانہ حرم حرم_سرا محل_سرا حرم_سرا‎ حرم‎ محل_سرا‎ harém
bn:00043011n	
bn:00043023n	
bn:00043043n	بربط بربط‎
bn:00043087n	جامعہ_ہارورڈ ہارورڈ_یونیورسٹی جامعهٔ_ہارورڈ جامعہ_ہاروڈ ہارورڈ_يونيورسٹي ہاورڈ_يونيورسٹي ہاورڈ_یونیورسٹی
bn:00043114n	
bn:00043129n	
bn:00043140n	نفرت دشمنی‎ نفرت‎ گھرنا‎ گھن‎
bn:00043153n	
bn:00043172n	
bn:00043178n	ہوائی_زبان ہوائي_زبان
bn:00043183n	جزائر_ہوائی
bn:00043190n	
bn:00043193n	
bn:00043206n	
bn:00043209n	
bn:00043214n	چراگاہ‎
bn:00043217n	
bn:00043234n	
bn:00043252n	
bn:00043254n	
bn:00043256n	
bn:00043267n	
bn:00043292n	
bn:00043299n	
bn:00043319n	
bn:00043325n	
bn:00043356n	
bn:00043358n	صحت
bn:00043372n	
bn:00043377n	
bn:00043378n	سنی_سنائی افواہ آوازَہ‎ اَفْواہ‎
bn:00043383n	قلب heart دل
bn:00043384n	
bn:00043385n	
bn:00043415n	حرارت heat حرارتی حرارتي
bn:00043417n	
bn:00043431n	
bn:00043484n	ہفتہ سپتاہ ہفتهٔ
bn:00043492n	یہودی یہود يہود يہودي يہوديوں یہودیوں
bn:00043507n	
bn:00043544n	اونچائی اُونچائی اونچائي اُونچائي
bn:00043546n	
bn:00043603n	
bn:00043638n	
bn:00043647n	
bn:00043802n	
bn:00043812n	نسب
bn:00043821n	
bn:00043822n	
bn:00043850n	
bn:00043851n	
bn:00043965n	
bn:00043978n	hi-fi
bn:00044002n	
bn:00044018n	
bn:00044028n	
bn:00044054n	
bn:00044075n	دوپہر دوپہر‎ noon
